unique_words/months,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Grand Total
322,,,,,,,,,1,1,1,1,,,,,4,3,,,2,,,13
323,,,,,1,,,,,,,,1,,1,3,2,4,,,1,,3,16
324,,,,,,,,,,1,,,,,,1,,2,2,3,4,1,1,15
325,,,,,,,,1,,,,,,,,,1,,1,1,1,,,5
326,,,,,,,,,,,1,1,,1,,2,,1,1,1,,,,8
327,,,,,,,,,,,1,,,,2,4,1,3,,,,,1,12
328,,,,,,,,,,1,,,1,,1,,3,1,,,,,1,8
329,,,,,,,,,,,,,,,1,1,1,1,,1,,,1,6
330,,,,,,,,,,,,,1,,1,,,2,,,1,,1,6
331,,,,,,,,,,,,,,,,2,2,2,,2,,,,8
332,,,,,,,,,,,,,,1,1,2,1,1,1,,,1,,8
333,,,,,,,,1,,,,,,,,,,1,1,1,3,,,7
334,,,,,,,,,,,3,1,1,1,,3,1,2,,1,2,1,,16
335,,,,,,,,,,,,,1,,,,,1,,,,,,2
336,,,,,,,,,,1,,1,,,1,2,5,,1,,1,,1,13
337,,,,,,,,,,,,1,,1,,1,1,1,,1,,,,6
338,,,,,,,,,,,,,,1,,,4,6,2,2,1,1,,17
339,,,,,,,,,,,,1,1,,,1,1,,,,1,,,5
340,,,,,,,,,,,1,1,,,1,1,2,,1,,1,,1,9
341,,,,,,,,,,,,,,,,,3,1,1,,1,1,,7
342,,,,,,,,,1,,2,1,,,1,1,,,1,1,,,,8
343,,,,,1,,,,,1,1,,,,1,,,,1,1,,2,,8
344,,,,,,,,,,2,,,1,,2,,1,1,1,,1,2,,11
345,,,,,,,,,,,,,2,,,,,2,,,,1,,5
346,,,,,,,,,,,1,,,,,2,5,1,,,,,1,10
347,,,,,,,1,,,1,1,,,,,1,,,,,1,,,5
348,,,,,,,1,,,,,,1,,,,2,,,,,,,4
349,,,,,,,,,,,,,,,2,,,1,,1,,3,1,8
350,,,,,,,,,,1,,,,,1,,5,3,,,2,1,1,14
351,,,,,,,,,,,,,,,2,,,1,2,1,,,,6
352,,,,,,,,,,,,1,,,,1,3,2,1,1,1,1,1,12
353,,,,,,,,,1,,1,,,1,,2,,,,1,1,,1,8
354,,,,,,,,,,,,,,1,,1,,2,1,,1,2,,8
355,,,,,,,,,,,1,,,,1,,2,2,,1,,,2,9
356,,,,,,,,,,,,,,1,,3,2,,,,1,,1,8
357,,,,,,,,,2,,,1,1,,,2,3,1,2,,2,,1,15
358,,,,,,,,,,,,,1,1,,,1,1,,1,2,,1,8
359,,,,,,,,,,,,1,,,,,,1,1,,2,1,,6
360,,,,,,,,,,,1,,,1,1,1,,4,1,2,2,,,13
361,,,,,,,,,,,1,1,,,3,,2,1,1,,1,1,1,12
362,,,,,,,,,,,,,,,2,1,1,,1,,1,,,6
363,,,,,1,,,,,,,1,,,2,1,2,1,1,,3,1,,13
364,,,,,,,,,,,,,,,1,,2,2,1,2,3,1,1,13
365,,,,,,,,,,,,,1,,,,2,,,,,1,1,5
366,,,,,,,,,,,,,,,1,,2,2,1,3,,,2,11
367,,,,,,,,,,,,,,1,1,1,5,1,,,1,1,1,12
368,,,,,,,,,,,,,1,1,1,,1,,1,2,1,,3,11
369,,,,,,,,,,,,,,2,1,,,2,,,5,2,1,13
370,,,,,,,,,,,,,2,,,,,,2,,2,2,1,9
371,,,,,,,1,,,,,,,,,1,1,5,,,,1,2,11
